ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	卡牌8	卡牌9	卡牌10	剧情对话头像	声效	偏将加成	空行
11040	射声校尉	35	31	35	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	2	4	30001	射声校尉掌待诏射声，秩比二千石。所属有丞及司马，领兵七百人。从八品。	5	ArmyFormation/heyizhen.tmx		100	heroHead/50093.png	heroCard/40093.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11041	皇甫嵩	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	东汉名将之后，在军旅中，他温恤士卒，甚得众情。他在陈仓同董卓一起大破黄军贼，官拜左车骑将军。	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png											Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11042	刘璋	58	44	65	1	85	400	300	simayi_plist	50	mozhua_plist	0	3	4	30002	刘璋，曾是益州之主，后不忍生灵涂炭，百姓受苦，出城投降刘备，部下无不为之动容。	1	ArmyFormation/changshezhen.tmx	40041	500	heroHead/50039.png	heroCard/40039.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11043	张绣	69	41	61	1	100	140	300	ganling_plist	50	ziyun_plist	0	3	4	30001	赵云和张任的师兄弟，骠骑将军张济的从子。因曹操纳其遗孀邹夫人，故反曹操，斩杀曹操大将典韦，长子曹昂，后仍旧投降曹魏。	6	ArmyFormation/zhuixingzhen.tmx	40042	500	heroHead/50040.png	heroCard/40040.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11044	曹节	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	汉献帝皇后，爱民如子。汉献帝被曹丕逼迫退位后，为追随汉献帝拼死相争。后陪汉献帝为山阳公夫人，致力于救治百姓，兴办教学。	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png											0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
11045	程普	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	程普，吴国三代老臣，天性乐于施予，喜爱结交士大夫。当孙坚和袁绍对立时，与黄盖，韩当一起和袁绍手下大将颜良、文丑对峙。	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11046	孙鲁班	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	步练师和孙权的女儿，嫁周瑜的儿子周循。个性彪悍，为人小气，重臣皆不喜与之来往。	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
11047	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11048	凌操	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	凌操为人侠义有胆气，孙策锋起淮南时，凌操多从征伐，常登先冠于军中，履行先锋之务。	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11049	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11050	魏延	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	魏延雁桥之战中生擒刘璋麾下名将张任，受到刘备的赞赏和重用。刘备称王后，破格提拔魏延为汉中都督、汉中太守。	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11051	张苞	88	43	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	张苞使用父亲的家传蛇矛为兵器，他和他父亲一样勇猛，剽悍。诸葛亮六出祁山期间，立下赫赫战功。	2	ArmyFormation/gouxingzhen.tmx	40017	2000	heroHead/50012.png	heroCard/40012.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11052	法正	51	98	71	1	85	400	300	liubei_plist	50	moyun_plist	0	4	1	30003	法正原是刘璋部下，后投靠刘备。他善于奇谋，被陈寿称赞为蜀国的程昱和郭嘉，在刘备进取汉中时，献计将曹操大将夏侯渊斩首。	1	ArmyFormation/changshezhen.tmx	40018	2000	heroHead/50013.png	heroCard/40013.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11053	关兴	89	61	62	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	关兴跟随刘备参与伐吴的战役，拜为龙骧将军。为报父仇，血拼吴国猛将潘璋，夺回青龙偃月刀。	4	ArmyFormation/yanxingzhen.tmx	40022	500	heroHead/50017.png	heroCard/40017.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11054	鲍三娘	83	68	59	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	4	1	30002	关索的妻子，得到关羽亲自传授武艺，诸葛亮平定南蛮后，一直和关索一起镇守南中。	1	ArmyFormation/changshezhen.tmx	40023	500	heroHead/50018.png	heroCard/40018.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
11055	周仓	90	43	63	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	周仓，本是黄巾出身，一心想求明主。关羽千里走单骑时，被关羽收服。周仓作为关羽的贴身侍卫，终生追随左右。	2	ArmyFormation/gouxingzhen.tmx	40024	500	heroHead/50079.png	heroCard/40079.png											Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11056	皇甫嵩	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	东汉名将之后，在军旅中，他温恤士卒，甚得众情。他在陈仓同董卓一起大破黄军贼，官拜左车骑将军。	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png											Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11057	刘璋	58	44	65	1	85	400	300	simayi_plist	50	mozhua_plist	0	3	4	30002	刘璋，曾是益州之主，后不忍生灵涂炭，百姓受苦，出城投降刘备，部下无不为之动容。	1	ArmyFormation/changshezhen.tmx	40041	500	heroHead/50039.png	heroCard/40039.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11058	张绣	69	41	61	1	100	140	300	ganling_plist	50	ziyun_plist	0	3	4	30001	赵云和张任的师兄弟，骠骑将军张济的从子。因曹操纳其遗孀邹夫人，故反曹操，斩杀曹操大将典韦，长子曹昂，后仍旧投降曹魏。	6	ArmyFormation/zhuixingzhen.tmx	40042	500	heroHead/50040.png	heroCard/40040.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11059	曹节	32	75	39	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	3	3	30002	汉献帝皇后，爱民如子。汉献帝被曹丕逼迫退位后，为追随汉献帝拼死相争。后陪汉献帝为山阳公夫人，致力于救治百姓，兴办教学。	4	ArmyFormation/yuanxingzhen.tmx	40054	5000	heroHead/50073.png	heroCard/40073.png											0	sound/skillRelasebefor/caojie/caojie.mp3	0.1	
11060	程普	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	程普，吴国三代老臣，天性乐于施予，喜爱结交士大夫。当孙坚和袁绍对立时，与黄盖，韩当一起和袁绍手下大将颜良、文丑对峙。	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11061	孙鲁班	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	步练师和孙权的女儿，嫁周瑜的儿子周循。个性彪悍，为人小气，重臣皆不喜与之来往。	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
11062	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11063	凌操	79	32	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	3	2	30001	凌操为人侠义有胆气，孙策锋起淮南时，凌操多从征伐，常登先冠于军中，履行先锋之务。	6	ArmyFormation/zhuixingzhen.tmx	40088	500	heroHead/50088.png	heroCard/40088.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11064	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11065	魏延	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	魏延雁桥之战中生擒刘璋麾下名将张任，受到刘备的赞赏和重用。刘备称王后，破格提拔魏延为汉中都督、汉中太守。	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11066	张苞	88	43	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	张苞使用父亲的家传蛇矛为兵器，他和他父亲一样勇猛，剽悍。诸葛亮六出祁山期间，立下赫赫战功。	2	ArmyFormation/gouxingzhen.tmx	40017	2000	heroHead/50012.png	heroCard/40012.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11067	法正	51	98	71	1	85	400	300	liubei_plist	50	moyun_plist	0	4	1	30003	法正原是刘璋部下，后投靠刘备。他善于奇谋，被陈寿称赞为蜀国的程昱和郭嘉，在刘备进取汉中时，献计将曹操大将夏侯渊斩首。	1	ArmyFormation/changshezhen.tmx	40018	2000	heroHead/50013.png	heroCard/40013.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11068	关兴	89	61	62	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	4	1	30001	关兴跟随刘备参与伐吴的战役，拜为龙骧将军。为报父仇，血拼吴国猛将潘璋，夺回青龙偃月刀。	4	ArmyFormation/yanxingzhen.tmx	40022	500	heroHead/50017.png	heroCard/40017.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11069	鲍三娘	83	68	59	1	85	400	300	huangyueyin_plist	50	mozhua_plist	0	4	1	30002	关索的妻子，得到关羽亲自传授武艺，诸葛亮平定南蛮后，一直和关索一起镇守南中。	1	ArmyFormation/changshezhen.tmx	40023	500	heroHead/50018.png	heroCard/40018.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
11070	周仓	90	43	63	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	周仓，本是黄巾出身，一心想求明主。关羽千里走单骑时，被关羽收服。周仓作为关羽的贴身侍卫，终生追随左右。	2	ArmyFormation/gouxingzhen.tmx	40024	500	heroHead/50079.png	heroCard/40079.png											Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11071	皇甫嵩	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	东汉名将之后，在军旅中，他温恤士卒，甚得众情。他在陈仓同董卓一起大破黄军贼，官拜左车骑将军。	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png											Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11072	刘璋	58	44	65	1	85	400	300	simayi_plist	50	mozhua_plist	0	3	4	30002	刘璋，曾是益州之主，后不忍生灵涂炭，百姓受苦，出城投降刘备，部下无不为之动容。	1	ArmyFormation/changshezhen.tmx	40041	500	heroHead/50039.png	heroCard/40039.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11073	张绣	69	41	61	1	100	140	300	ganling_plist	50	ziyun_plist	0	3	4	30001	赵云和张任的师兄弟，骠骑将军张济的从子。因曹操纳其遗孀邹夫人，故反曹操，斩杀曹操大将典韦，长子曹昂，后仍旧投降曹魏。	6	ArmyFormation/zhuixingzhen.tmx	40042	500	heroHead/50040.png	heroCard/40040.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11074	张绣	69	41	61	1	100	140	300	ganling_plist	50	ziyun_plist	0	3	4	30001	赵云和张任的师兄弟，骠骑将军张济的从子。因曹操纳其遗孀邹夫人，故反曹操，斩杀曹操大将典韦，长子曹昂，后仍旧投降曹魏。	6	ArmyFormation/zhuixingzhen.tmx	40042	500	heroHead/50040.png	heroCard/40040.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11075	程普	81	38	62	1	100	140	400	xiahoudun_plist	50	ziyun_plist	0	3	2	30001	程普，吴国三代老臣，天性乐于施予，喜爱结交士大夫。当孙坚和袁绍对立时，与黄盖，韩当一起和袁绍手下大将颜良、文丑对峙。	6	ArmyFormation/zhuixingzhen.tmx	40082	2000	heroHead/50082.png	heroCard/40082.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11076	孙鲁班	58	73	28	1	85	400	300	zhengmi_plist	50	huangbao_plist	0	3	2	30004	步练师和孙权的女儿，嫁周瑜的儿子周循。个性彪悍，为人小气，重臣皆不喜与之来往。	4	ArmyFormation/yuanxingzhen.tmx	40083	500	heroHead/50083.png	heroCard/40083.png											0	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.1	
11077	朱然	77	40	42	1	95	140	300	zhaoyun_plist	50	ziyun_plist	0	3	2	30001	儿时读书期间和孙权相交甚笃。吕蒙之后，朱然接替他镇守江陵，曹真、夏侯尚、张郃等魏将领重兵围攻江陵六月之久，终攻不下。	5	ArmyFormation/heyizhen.tmx	40084	500	heroHead/50084.png	heroCard/40084.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11078	皇甫嵩	70	31	39	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	3	4	30001	东汉名将之后，在军旅中，他温恤士卒，甚得众情。他在陈仓同董卓一起大破黄军贼，官拜左车骑将军。	5	ArmyFormation/heyizhen.tmx	40040	2000	heroHead/50038.png	heroCard/40038.png											Dialogue/huangfusong.png	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11079	关平	85	60	65	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	1	30001	关平冷静沉着，数次劝阻其父冲动之举。且他武勇过人，不逊乃父关羽，曾与庞德大战30回合不分胜负。	6	ArmyFormation/zhuixingzhen.tmx	40014	2000	heroHead/50009.png	heroCard/40009.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11080	魏延	95	55	69	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	魏延雁桥之战中生擒刘璋麾下名将张任，受到刘备的赞赏和重用。刘备称王后，破格提拔魏延为汉中都督、汉中太守。	6	ArmyFormation/zhuixingzhen.tmx	40016	2000	heroHead/50011.png	heroCard/40011.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11081	关索	90	59	68	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	关羽三子，自少侠义，能文会武。鲍家庄大败两伙强人，为取赤龙鳞甲，比武招亲胜鲍三娘。后同鲍三娘跟随诸葛亮征讨南蛮。	6	ArmyFormation/zhuixingzhen.tmx	40025	500	heroHead/50020.png	heroCard/40020.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11082	夏侯霸	88	41	67	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	魏国名将夏侯渊之子，后弃魏投蜀。夏侯霸的妹妹是张飞的妻子，生有一女为刘禅皇后。大器晚成，依不辱大将之名。	6	ArmyFormation/zhuixingzhen.tmx	40026	500	heroHead/50021.png	heroCard/40021.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11083	严颜	92	66	67	1	95	140	300	dongzuo_plist	50	ziyun_plist	0	4	1	30001	严颜曾为江州太守，后江州被破后，张飞义赦严颜。白发居西蜀，清名震大邦。忠心如皎日，浩气卷长江。	5	ArmyFormation/heyizhen.tmx	40027	500	heroHead/50022.png	heroCard/40022.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.1	
11084	孟获	91	48	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	南中一带少数民族的首领，被诸葛亮七擒七纵，最终折服，手下有最强步兵之一藤甲兵。	6	ArmyFormation/zhuixingzhen.tmx	40029	5000	heroHead/50027.png	heroCard/40027.png											0	sound/skillRelasebefor/menghuo/menghuo.mp3	0.1	
11085	袁绍	78	54	58	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	袁绍出身四世三公，讨伐董卓时是十八路联军的统帅。原本是个养尊处优的公子哥，后南征北战，在界桥大败公孙瓒，名动天下。	5	ArmyFormation/heyizhen.tmx	40033	2000	heroHead/50031.png	heroCard/40031.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11086	华雄	94	58	62	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	董卓手下的心腹大将，汜水关抵挡十八路诸侯联军的进攻，连斩俞涉、潘凤两员大将。	6	ArmyFormation/zhuixingzhen.tmx	40034	2000	heroHead/50032.png	heroCard/40032.png											Dialogue/huaxiong.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11087	颜良	93	59	65	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	4	30001	自小和文丑一起长大，河北名将，深受袁绍的喜爱。可惜白马一战终究不敌武圣关羽。	2	ArmyFormation/gouxingzhen.tmx	40035	2000	heroHead/50033.png	heroCard/40033.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11088	文丑	94	57	67	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	4	30001	河北名将，拥有凡人不能比拟的勇武，同颜良有着极其过硬的交情。后同颜良一起败给武圣关羽。	6	ArmyFormation/zhuixingzhen.tmx	40036	2000	heroHead/50034.png	heroCard/40034.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11089	陈宫	55	96	78	1	85	400	400	simayi_plist	50	moyun_plist	0	4	4	30003	吕布第一谋臣，引领吕布进入兖州为主，一时之间兖州数郡郡守皆响应起事，曾数度击败曹操。	1	ArmyFormation/changshezhen.tmx	40039	2000	heroHead/50037.png	heroCard/40037.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11090	公孙瓒	75	61	61	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	4	30001	公孙瓒和刘备皆师从卢植，在幽州时领三千骑兵破张纯，威震塞外，后黄巾之乱领三万精兵，斩首三万，俘虏七万。	5	ArmyFormation/heyizhen.tmx	40043	500	heroHead/50041.png	heroCard/40041.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11091	高顺	84	57	88	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	4	30001	高顺为人清白有威严，率领吕布最强兵“陷阵营”。下邳城前独斗夏侯惇三十余合，一直忠于吕布终生不叛。	2	ArmyFormation/gouxingzhen.tmx	40044	500	heroHead/50036.png	heroCard/40036.png											Dialogue/gaoshun.png	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11092	李儒	44	93	69	1	85	400	400	sunquan_plist	50	moyun_plist	0	4	4	30003	董卓的首席谋士，为董卓收降吕布。十八路诸侯讨伐董卓时，献计策，在荥阳大败曹操。	1	ArmyFormation/changshezhen.tmx	40045	500	heroHead/50043.png	heroCard/40043.png											Dialogue/liru.png	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11093	张任	79	57	54	1	100	400	300	sunquan_plist	50	mozhua_plist	0	4	4	30002	童渊的大弟子，深得童渊绝技百鸟朝凤枪。侍奉刘璋，守卫成都，射杀庞统于落凤坡。后刘璋投降，志节不改，终不降。	6	ArmyFormation/zhuixingzhen.tmx	40046	500	heroHead/50044.png	heroCard/40044.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11094	典韦	99	58	72	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	曹操的贴身侍卫，濮阳战吕布十数回合不分胜负，天生膂力过人，追随夏侯惇多有立功。	6	ArmyFormation/zhuixingzhen.tmx	40052	5000	heroHead/50050.png	heroCard/40050.png											0	sound/skillRelasebefor/dianwei/dianwei.mp3	0.1	
11095	许褚	98	57	74	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	潼关前，怒目圆睁吓退马超，曹操赞：“此吾樊哙也。”。当曹操去世时许褚哭至吐血。	2	ArmyFormation/gouxingzhen.tmx	40053	5000	heroHead/50051.png	heroCard/40051.png											0	sound/skillRelasebefor/xuchu/xuchu.mp3	0.1	
11096	曹彰	89	44	58	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	曹操长子，武艺壮猛，有将领之气。征乌桓，吓的乌桓首领轲比能臣服，威震塞外。	6	ArmyFormation/zhuixingzhen.tmx	40056	2000	heroHead/50054.png	heroCard/40054.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11097	关索	90	59	68	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	关羽三子，自少侠义，能文会武。鲍家庄大败两伙强人，为取赤龙鳞甲，比武招亲胜鲍三娘。后同鲍三娘跟随诸葛亮征讨南蛮。	6	ArmyFormation/zhuixingzhen.tmx	40025	500	heroHead/50020.png	heroCard/40020.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
11098	张郃	91	59	61	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	3	30001	张郃以前跟随袁绍，后追随曹操。张郃披肩甲、执利器，攻无不克，街亭之战，大显神威，杀得马谡丢盔卸甲。	6	ArmyFormation/zhuixingzhen.tmx	40065	500	heroHead/50063.png	heroCard/40063.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11099	徐晃	92	65	62	1	95	140	300	ganling_plist	50	ziyun_plist	0	4	3	30001	徐晃，魏国名将，有周亚夫之美誉。官渡之战，由荀攸举荐，带精兵火烧官渡粮草，直接导致袁绍的失败。	2	ArmyFormation/heyizhen.tmx	40066	500	heroHead/50064.png	heroCard/40064.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.1	
11100	于禁	93	64	67	1	95	140	300	xiahoudun_plist	50	ziyun_plist	0	4	3	30001	于禁早年就跟随曹操。曹操每次征伐，于禁不是用为行军前锋，就是用为后拒。可惜晚节不保，关羽水淹七军时，投降蜀汉。	3	ArmyFormation/yanxingzhen.tmx	40068	500	heroHead/50066.png	heroCard/40066.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11101	周泰	89	57	59	1	100	140	300	zhaoyun_plist	50	ziyun_plist	0	4	2	30001	周泰最初和蒋钦一同在江中劫掠为生，后归顺孙策，并助孙策攻刘繇营寨，所向披靡。曾为救主，身受贼伤二十余处。	6	ArmyFormation/zhuixingzhen.tmx	40075	2000	heroHead/50075.png	heroCard/40075.png											Dialogue/zhoucang.png	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11102	凌统	90	68	69	1	95	400	300	chaochao_plist	50	mozhua_plist	0	4	2	30002	吴国凌统，合肥之战，为孙权断后，力战到孙权离开。凌统亲待贤人，接近士人，轻财重义，被誉为有国士之风。	3	ArmyFormation/yanxingzhen.tmx	40076	2000	heroHead/50076.png	heroCard/40076.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11103	黄盖	89	69	71	1	100	140	300	dongzuo_plist	50	ziyun_plist	0	4	2	30001	黄盖为人严肃，善于训练士卒，是为江东元勋。赤壁之战，献策苦肉计，点燃曹军军营第一把火。	2	ArmyFormation/gouxingzhen.tmx	40078	2000	heroHead/50078.png	heroCard/40078.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11104	鲁肃	48	95	84	1	85	400	300	chaochao_plist	50	moyun_plist	0	4	2	30003	鲁肃土豪之家，周瑜任居巢长时，借出家中一半粮草，后投靠吴国后，为吴蜀合纵起到至关重要的作用。	1	ArmyFormation/changshezhen.tmx	40079	2000	heroHead/50010.png	heroCard/40010.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11105	虞翻	43	88	57	1	85	400	400	zhouyu_plist	50	moyun_plist	0	4	2	30003	虞翻性情疏直，多次犯颜谏争，且性多不协俗，屡使孙权大怒，多亏诸葛瑾求情免祸。	1	ArmyFormation/changshezhen.tmx	40085	500	heroHead/50085.png	heroCard/40085.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.1	
11106	诸葛瑾	47	94	59	1	95	400	300	zhouyu_plist	50	mozhua_plist	0	4	2	30002	诸葛瑾是诸葛亮之兄。江东重臣，诸葛瑾促成猇亭之役以后的吴、蜀言归于好。	3	ArmyFormation/yanxingzhen.tmx	40086	500	heroHead/50086.png	heroCard/40086.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.1	
11107	潘璋	88	52	75	1	100	140	300	ganling_plist	50	ziyun_plist	0	4	2	30001	潘璋为人粗猛，禁令肃然。荆州之战，追随吕蒙，擒杀关羽父子于麦城。	6	ArmyFormation/zhuixingzhen.tmx	40087	500	heroHead/50087.png	heroCard/40087.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan1.mp3	0.1	
11108	关索	90	59	68	1	100	140	300	xiahoudun_plist	50	ziyun_plist	0	4	1	30001	关羽三子，自少侠义，能文会武。鲍家庄大败两伙强人，为取赤龙鳞甲，比武招亲胜鲍三娘。后同鲍三娘跟随诸葛亮征讨南蛮。	6	ArmyFormation/zhuixingzhen.tmx	40025	500	heroHead/50020.png	heroCard/40020.png											0	sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.1	
