英雄ID	阶级	展示名称	主动技能ID	被动技能1ID	被动技能2ID	被动技能3ID	被动技能4ID	被动技能5ID	被动技能6ID	空行												
1000022	3	귀•금위군교관	101051	10																		
1000022	4	신•금위군교관	101051	10	11																	
1000022	5	성•금위군교관	102051	10	11																	
1000022	6	왕•금위군교관	102051	10	11	12																
1000022	7	황•금위군교관	103051	10	11	12																
1000023	1	금도위	100062																			
1000023	2	진•금도위	100062	10																		
1000023	3	귀•금도위	101062	10																		
1000023	4	신•금도위	101062	10	11																	
1000023	5	성•금도위	102062	10	11																	
1000023	6	왕•금도위	102062	10	11	12																
1000023	7	황•금도위	103062	10	11	12																
1000024	1	중서승	200059																			
1000024	2	진•중서승	200059	4																		
1000024	3	귀•중서승	201059	4																		
1000024	4	신•중서승	201059	4	5																	
1000024	5	성•중서승	202059	4	5																	
1000024	6	왕•중서승	202059	4	5	6																
1000024	7	황•중서승	203059	4	5	6																
1000025	1	현위	200092,210092																			
1000025	2	진•현위	200092,210092	4																		
1000025	3	귀•현위	201092,211092	4																		
1000025	4	신•현위	201092,211092	4	5																	
1000025	5	성•현위	202092,212092	4	5																	
1000025	6	왕•현위	202092,212092	4	5	6																
1000025	7	황•현위	203092,213092	4	5	6																
1000026	1	신술사	200068																			
1000026	2	진•신술사	200068	4																		
1000026	3	귀•신술사	201068	4																		
1000026	4	신•신술사	201068	4	5																	
1000026	5	성•신술사	202068	4	5																	
1000026	6	왕•신술사	202068	4	5	6																
1000026	7	황•신술사	203068	4	5	6																
1000027	1	귀도사	200045																			
1000027	2	진•귀도사	200045	4																		
1000027	3	귀•귀도사	201045	4																		
1000027	4	신•귀도사	201045	4	5																	
1000027	5	성•귀도사	202045	4	5																	
1000027	6	왕•귀도사	202045	4	5	6																
1000027	7	황•귀도사	203045	4	5	6																
1000028	1	성도사	200068																			
1000028	2	진•성도사	200068	4																		
1000028	3	귀•성도사	201068	4																		
1000028	4	신•성도사	201068	4	5																	
1000028	5	성•성도사	202068	4	5																	
1000028	6	왕•성도사	202068	4	5	6																
1000028	7	황•성도사	203068	4	5	6																
1000029	1	빈기	300071																			
1000029	2	진•빈기	300071	4																		
1000029	3	귀•빈기	301071	4																		
1000029	4	신•빈기	301071	4	5																	
1000029	5	성•빈기	302071	4	5																	
1000029	6	왕•빈기	302071	4	5	6																
1000029	7	황•빈기	303071	4	5	6																
1000030	1	애첩	300071																			
1000030	2	진•애첩	300071	4																		
1000030	3	귀•애첩	301071	4																		
1000030	4	신•애첩	301071	4	5																	
1000030	5	성•애첩	302071	4	5																	
1000030	6	왕•애첩	302071	4	5	6																
1000030	7	황•애첩	303071	4	5	6																
1000031	1	의사	400091																			
1000031	2	진•의사	400091	7																		
1000031	3	귀•의사	401091	7																		
1000031	4	신•의사	401091	7	8																	
1000031	5	성•의사	402091	7	8																	
1000031	6	왕•의사	402091	7	8	9																
1000031	7	황•의사	403091	7	8	9																
1000032	1	황보숭	100048																			
1000032	2	진•황보숭	100048	10																		
1000032	3	귀•황보숭	101048	10																		
1000032	4	신•황보숭	101048	10	11																	
1000032	5	성•황보숭	102048	10	11																	
1000032	6	왕•황보숭	102048	10	11	12																
1000032	7	황•황보숭	103048	10	11	12																
1000033	1	유장	200059																			
1000033	2	진•유장	200059	4																		
1000033	3	귀•유장	201059	4																		
1000033	4	신•유장	201059	4	5																	
1000033	5	성•유장	202059	4	5																	
1000033	6	왕•유장	202059	4	5	6																
1000033	7	황•유장	203059	4	5	6																
1000034	1	장수	100048																			
1000034	2	진•장수	100048	10																		
1000034	3	귀•장수	101048	10																		
1000034	4	신•장수	101048	10	11																	
1000034	5	성•장수	102048	10	11																	
1000034	6	왕•장수	102048	10	11	12																
1000034	7	황•장수	103048	10	11	12																
1000035	1	조절	200045																			
1000035	2	진•조절	200045	4																		
1000035	3	귀•조절	201045	4																		
1000035	4	신•조절	201045	4	5																	
1000035	5	성•조절	202045	4	5																	
1000035	6	왕•조절	202045	4	5	6																
1000035	7	황•조절	203045	4	5	6																
1000036	1	정보	100048																			
1000036	2	진•정보	100048	10																		
1000036	3	귀•정보	101048	10																		
1000036	4	신•정보	101048	10	11																	
1000036	5	성•정보	102048	10	11																	
1000036	6	왕•정보	102048	10	11	12																
1000036	7	황•정보	103048	10	11	12																
1000037	1	손로반	400111																			
1000037	2	진•손로반	400111	7																		
1000037	3	귀•손로반	401111	7																		
1000037	4	신•손로반	401111	7	8																	
1000037	5	성•손로반	402111	7	8																	
1000037	6	왕•손로반	402111	7	8	9																
1000037	7	황•손로반	403111	7	8	9																
1000038	1	주연	100051																			
1000038	2	진•주연	100051	10																		
1000038	3	귀•주연	101051	10																		
1000038	4	신•주연	101051	10	11																	
1000038	5	성•주연	102051	10	11																	
1000038	6	왕•주연	102051	10	11	12																
1000038	7	황•주연	103051	10	11	12																
1000039	1	능조	100062																			
1000039	2	진•능조	100062	10																		
1000039	3	귀•능조	101062	10																		
1000039	4	신•능조	101062	10	11																	
1000039	5	성•능조	102062	10	11																	
1000039	6	왕•능조	102062	10	11	12																
1000039	7	황•능조	103062	10	11	12																
1000040	1	관평	100040,110040																			
1000040	2	진•관평	100040,110040	10																		
1000040	3	귀•관평	101040,111040	10																		
1000040	4	신•관평	101040,111040	10	11																	
1000040	5	성•관평	102040,112040	10	11																	
1000040	6	왕•관평	102040,112040	10	11	12																
1000040	7	황•관평	103040,113040	10	11	12																
1000041	1	위연	100041																			
1000041	2	진•위연	100041	10																		
1000041	3	귀•위연	101041	10																		
1000041	4	신•위연	101041	10	11																	
1000041	5	성•위연	102041	10	11																	
1000041	6	왕•위연	102041	10	11	12																
1000041	7	황•위연	103041	10	11	12																
1000042	1	장포	100042,110042																			
1000042	2	진•장포	100042,110042	10																		
1000042	3	귀•장포	101042,111042	10																		
1000042	4	신•장포	101042,111042	10	11																	
1000042	5	성•장포	102042,112042	10	11																	
1000042	6	왕•장포	102042,112042	10	11	12																
1000042	7	황•장포	103042,113042	10	11	12																
1000043	1	법정	300043																			
1000043	2	진•법정	300043	4																		
1000043	3	귀•법정	301043	4																		
1000043	4	신•법정	301043	4	5																	
1000043	5	성•법정	302043	4	5																	
1000043	6	왕•법정	302043	4	5	6																
1000043	7	황•법정	303043	4	5	6																
1000044	1	관흥	100044																			
1000044	2	진•관흥	100044	10																		
1000044	3	귀•관흥	101044	10																		
1000044	4	신•관흥	101044	10	11																	
1000044	5	성•관흥	102044	10	11																	
1000044	6	왕•관흥	102044	10	11	12																
1000044	7	황•관흥	103044	10	11	12																
1000045	1	포삼낭	200045																			
1000045	2	진•포삼낭	200045	4																		
1000045	3	귀•포삼낭	201045	4																		
1000045	4	신•포삼낭	201045	4	5																	
1000045	5	성•포삼낭	202045	4	5																	
1000045	6	왕•포삼낭	202045	4	5	6																
1000045	7	황•포삼낭	203045	4	5	6																
1000046	1	주창	100046																			
1000046	2	진•주창	100046	10																		
1000046	3	귀•주창	101046	10																		
1000046	4	신•주창	101046	10	11																	
1000046	5	성•주창	102046	10	11																	
1000046	6	왕•주창	102046	10	11	12																
1000046	7	황•주창	103046	10	11	12																
1000047	1	관색	100047																			
1000047	2	진•관색	100047	10																		
1000047	3	귀•관색	101047	10																		
1000047	4	신•관색	101047	10	11																	
1000047	5	성•관색	102047	10	11																	
1000047	6	왕•관색	102047	10	11	12																
1000047	7	황•관색	103047	10	11	12																
1000048	1	하후패	100048																			
1000048	2	진•하후패	100048	10																		
1000048	3	귀•하후패	101048	10																		
1000048	4	신•하후패	101048	10	11																	
1000048	5	성•하후패	102048	10	11																	
1000048	6	왕•하후패	102048	10	11	12																
1000048	7	황•하후패	103048	10	11	12																
1000049	1	엄안	100049																			
1000049	2	진•엄안	100049	10																		
1000049	3	귀•엄안	101049	10																		
1000049	4	신•엄안	101049	10	11																	
1000049	5	성•엄안	102049	10	11																	
1000049	6	왕•엄안	102049	10	11	12																
1000049	7	황•엄안	103049	10	11	12																
1000050	1	맹획	100050																			
1000050	2	진•맹획	100050	10																		
1000050	3	귀•맹획	101050	10																		
1000050	4	신•맹획	101050	10	11																	
1000050	5	성•맹획	102050	10	11																	
1000050	6	왕•맹획	102050	10	11	12																
1000050	7	황•맹획	103050	10	11	12																
1000051	1	원소	100051																			
1000051	2	진•원소	100051	10																		
1000051	3	귀•원소	101051	10																		
1000051	4	신•원소	101051	10	11																	
1000051	5	성•원소	102051	10	11																	
1000051	6	왕•원소	102051	10	11	12																
1000051	7	황•원소	103051	10	11	12																
1000052	1	화웅	100052																			
1000052	2	진•화웅	100052	10																		
1000052	3	귀•화웅	101052	10																		
1000052	4	신•화웅	101052	10	11																	
1000052	5	성•화웅	102052	10	11																	
1000052	6	왕•화웅	102052	10	11	12																
1000052	7	황•화웅	103052	10	11	12																
1000053	1	안량	100053																			
1000053	2	진•안량	100053	10																		
1000053	3	귀•안량	101053	10																		
1000053	4	신•안량	101053	10	11																	
1000053	5	성•안량	102053	10	11																	
1000053	6	왕•안량	102053	10	11	12																
1000053	7	황•안량	103053	10	11	12																
1000054	1	문추	100054																			
1000054	2	진•문추	100054	10																		
1000054	3	귀•문추	101054	10																		
1000054	4	신•문추	101054	10	11																	
1000054	5	성•문추	102054	10	11																	
1000054	6	왕•문추	102054	10	11	12																
1000054	7	황•문추	103054	10	11	12																
1000055	1	진궁	300055																			
1000055	2	진•진궁	300055	4																		
1000055	3	귀•진궁	301055	4																		
1000055	4	신•진궁	301055	4	5																	
1000055	5	성•진궁	302055	4	5																	
1000055	6	왕•진궁	302055	4	5	6																
1000055	7	황•진궁	303055	4	5	6																
1000056	1	공손찬	100056																			
1000056	2	진•공손찬	100056	10																		
1000056	3	귀•공손찬	101056	10																		
1000056	4	신•공손찬	101056	10	11																	
1000056	5	성•공손찬	102056	10	11																	
1000056	6	왕•공손찬	102056	10	11	12																
1000056	7	황•공손찬	103056	10	11	12																
1000057	1	고순	100057																			
1000057	2	진•고순	100057	10																		
1000057	3	귀•고순	101057	10																		
1000057	4	신•고순	101057	10	11																	
1000057	5	성•고순	102057	10	11																	
1000057	6	왕•고순	102057	10	11	12																
1000057	7	황•고순	103057	10	11	12																
1000058	1	이유	300058																			
1000058	2	진•이유	300058	4																		
1000058	3	귀•이유	301058	4																		
1000058	4	신•이유	301058	4	5																	
1000058	5	성•이유	302058	4	5																	
1000058	6	왕•이유	302058	4	5	6																
1000058	7	황•이유	303058	4	5	6																
1000059	1	장임	200059																			
1000059	2	진•장임	200059	4																		
1000059	3	귀•장임	201059	4																		
1000059	4	신•장임	201059	4	5																	
1000059	5	성•장임	202059	4	5																	
1000059	6	왕•장임	202059	4	5	6																
1000059	7	황•장임	203059	4	5	6																
1000060	1	전위	100060,110060																			
1000060	2	진•전위	100060,110060	10																		
1000060	3	귀•전위	101060,111060	10																		
1000060	4	신•전위	101060,111060	10	11																	
1000060	5	성•전위	102060,112060	10	11																	
1000060	6	왕•전위	102060,112060	10	11	12																
1000060	7	황•전위	103060,113060	10	11	12																
1000061	1	허저	100061																			
1000061	2	진•허저	100061	10																		
1000061	3	귀•허저	101061	10																		
1000061	4	신•허저	101061	10	11																	
1000061	5	성•허저	102061	10	11																	
1000061	6	왕•허저	102061	10	11	12																
1000061	7	황•허저	103061	10	11	12																
1000062	1	조창	100062																			
1000062	2	진•조창	100062	10																		
1000062	3	귀•조창	101062	10																		
1000062	4	신•조창	101062	10	11																	
1000062	5	성•조창	102062	10	11																	
1000062	6	왕•조창	102062	10	11	12																
1000062	7	황•조창	103062	10	11	12																
1000063	1	방덕	100063																			
1000063	2	진•방덕	100063	10																		
1000063	3	귀•방덕	101063	10																		
1000063	4	신•방덕	101063	10	11																	
1000063	5	성•방덕	102063	10	11																	
1000063	6	왕•방덕	102063	10	11	12																
1000063	7	황•방덕	103063	10	11	12																
1000064	1	장합	100064																			
1000064	2	진•장합	100064	10																		
1000064	3	귀•장합	101064	10																		
1000064	4	신•장합	101064	10	11																	
1000064	5	성•장합	102064	10	11																	
1000064	6	왕•장합	102064	10	11	12																
1000064	7	황•장합	103064	10	11	12																
1000065	1	서황	100065																			
1000065	2	진•서황	100065	10																		
1000065	3	귀•서황	101065	10																		
1000065	4	신•서황	101065	10	11																	
1000065	5	성•서황	102065	10	11																	
1000065	6	왕•서황	102065	10	11	12																
1000065	7	황•서황	103065	10	11	12																
1000066	1	우금	100066																			
1000066	2	진•우금	100066	10																		
1000066	3	귀•우금	101066	10																		
1000066	4	신•우금	101066	10	11																	
1000066	5	성•우금	102066	10	11																	
1000066	6	왕•우금	102066	10	11	12																
1000066	7	황•우금	103066	10	11	12																
1000067	1	주태	100067,110067																			
1000067	2	진•주태	100067,110067	10																		
1000067	3	귀•주태	101067,111067	10																		
1000067	4	신•주태	101067,111067	10	11																	
1000067	5	성•주태	102067,112067	10	11																	
1000067	6	왕•주태	102067,112067	10	11	12																
1000067	7	황•주태	103067,113067	10	11	12																
1000068	1	능통	200068																			
1000068	2	진•능통	200068	4																		
1000068	3	귀•능통	201068	4																		
1000068	4	신•능통	201068	4	5																	
1000068	5	성•능통	202068	4	5																	
1000068	6	왕•능통	202068	4	5	6																
1000068	7	황•능통	203068	4	5	6																
1000069	1	황개	100069																			
1000069	2	진•황개	100069	10																		
1000069	3	귀•황개	101069	10																		
1000069	4	신•황개	101069	10	11																	
1000069	5	성•황개	102069	10	11																	
1000069	6	왕•황개	102069	10	11	12																
1000069	7	황•황개	103069	10	11	12																
1000070	1	노숙	300070																			
1000070	2	진•노숙	300070	4																		
1000070	3	귀•노숙	301070	4																		
1000070	4	신•노숙	301070	4	5																	
1000070	5	성•노숙	302070	4	5																	
1000070	6	왕•노숙	302070	4	5	6																
1000070	7	황•노숙	303070	4	5	6																
1000071	1	우번	300071																			
1000071	2	진•우번	300071	4																		
1000071	3	귀•우번	301071	4																		
1000071	4	신•우번	301071	4	5																	
1000071	5	성•우번	302071	4	5																	
1000071	6	왕•우번	302071	4	5	6																
1000071	7	황•우번	303071	4	5	6																
1000072	1	제갈근	200072																			
1000072	2	진•제갈근	200072	4																		
1000072	3	귀•제갈근	201072	4																		
1000072	4	신•제갈근	201072	4	5																	
1000072	5	성•제갈근	202072	4	5																	
1000072	6	왕•제갈근	202072	4	5	6																
1000072	7	황•제갈근	203072	4	5	6																
1000073	1	반장	100073																			
1000073	2	진•반장	100073	10																		
1000073	3	귀•반장	101073	10																		
1000073	4	신•반장	101073	10	11																	
1000073	5	성•반장	102073	10	11																	
1000073	6	왕•반장	102073	10	11	12																
1000073	7	황•반장	103073	10	11	12																
1000074	1	유비	100074,110074,120074																			
1000074	2	진•유비	100074,110074,120074	10																		
1000074	3	귀•유비	101074,111074,121074	10																		
1000074	4	신•유비	101074,111074,121074	10	11																	
1000074	5	성•유비	102074,112074,122074	10	11																	
1000074	6	왕•유비	102074,112074,122074	10	11	12																
1000074	7	황•유비	103074,113074,123074	10	11	12																
1000075	1	관우	100075,110075																			
1000075	2	진•관우	100075,110075	10																		
1000075	3	귀•관우	101075,111075	10																		
1000075	4	신•관우	101075,111075	10	11																	
1000075	5	성•관우	102075,112075	10	11																	
1000075	6	왕•관우	102075,112075	10	11	12																
1000075	7	황•관우	103075,113075	10	11	12																
1000076	1	장비	100076,110076																			
1000076	2	진•장비	100076,110076	10																		
1000076	3	귀•장비	101076,111076	10																		
1000076	4	신•장비	101076,111076	10	11																	
1000076	5	성•장비	102076,112076	10	11																	
1000076	6	왕•장비	102076,112076	10	11	12																
1000076	7	황•장비	103076,113076	10	11	12																
1000077	1	마초	100077																			
1000077	2	진•마초	100077	10																		
1000077	3	귀•마초	101077	10																		
1000077	4	신•마초	101077	10	11																	
1000077	5	성•마초	102077	10	11																	
1000077	6	왕•마초	102077	10	11	12																
1000077	7	황•마초	103077	10	11	12																
1000078	1	조운	100078,110078																			
1000078	2	진•조운	100078,110078	10																		
1000078	3	귀•조운	101078,111078	10																		
1000078	4	신•조운	101078,111078	10	11																	
1000078	5	성•조운	102078,112078	10	11																	
1000078	6	왕•조운	102078,112078	10	11	12																
1000078	7	황•조운	103078,113078	10	11	12																
1000079	1	제갈량	300079,310079																			
1000079	2	진•제갈량	300079,310079	4																		
1000079	3	귀•제갈량	301079,311079	4																		
1000079	4	신•제갈량	301079,311079	4	5																	
1000079	5	성•제갈량	302079,312079	4	5																	
1000079	6	왕•제갈량	302079,312079	4	5	6																
1000079	7	황•제갈량	303079,313079	4	5	6																
1000080	1	손상향	300080																			
1000080	2	진•손상향	300080	4																		
1000080	3	귀•손상향	301080	4																		
1000080	4	신•손상향	301080	4	5																	
1000080	5	성•손상향	302080	4	5																	
1000080	6	왕•손상향	302080	4	5	6																
1000080	7	황•손상향	303080	4	5	6																
1000081	1	강유	200081																			
1000081	2	진•강유	200081	4																		
1000081	3	귀•강유	201081	4																		
1000081	4	신•강유	201081	4	5																	
1000081	5	성•강유	202081	4	5																	
1000081	6	왕•강유	202081	4	5	6																
1000081	7	황•강유	203081	4	5	6																
1000082	1	제갈과	200082,210082																			
1000082	2	진•제갈과	200082,210082	4																		
1000082	3	귀•제갈과	201082,211082	4																		
1000082	4	신•제갈과	201082,211082	4	5																	
1000082	5	성•제갈과	202082,212082	4	5																	
1000082	6	왕•제갈과	202082,212082	4	5	6																
1000082	7	황•제갈과	203082,213082	4	5	6																
1000083	1	방통	200083																			
1000083	2	진•방통	200083	4																		
1000083	3	귀•방통	201083	4																		
1000083	4	신•방통	201083	4	5																	
1000083	5	성•방통	202083	4	5																	
1000083	6	왕•방통	202083	4	5	6																
1000083	7	황•방통	203083	4	5	6																
1000084	1	황충	100084																			
1000084	2	진•황충	100084	10																		
1000084	3	귀•황충	101084	10																		
1000084	4	신•황충	101084	10	11																	
1000084	5	성•황충	102084	10	11																	
1000084	6	왕•황충	102084	10	11	12																
1000084	7	황•황충	103084	10	11	12																
1000085	1	동탁	100085,110085,120085																			
1000085	2	진•동탁	100085,110085,120085	10																		
1000085	3	귀•동탁	101085,111085,121085	10																		
1000085	4	신•동탁	101085,111085,121085	10	11																	
1000085	5	성•동탁	102085,112085,122085	10	11																	
1000085	6	왕•동탁	102085,112085,122085	10	11	12																
1000085	7	황•동탁	103085,113085,123085	10	11	12																
1000086	1	여포	100086,110086																			
1000086	2	진•여포	100086,110086	10																		
1000086	3	귀•여포	101086,111086	10																		
1000086	4	신•여포	101086,111086	10	11																	
1000086	5	성•여포	102086,112086	10	11																	
1000086	6	왕•여포	102086,112086	10	11	12																
1000086	7	황•여포	103086,113086	10	11	12																
1000087	1	초선	300087,310087,320087																			
1000087	2	진•초선	300087,310087,320087	4																		
1000087	3	귀•초선	301087,311087,321087	4																		
1000087	4	신•초선	301087,311087,321087	4	5																	
1000087	5	성•초선	302087,312087,322087	4	5																	
1000087	6	왕•초선	302087,312087,322087	4	5	6																
1000087	7	황•초선	303087,313087,323087	4	5	6																
1000088	1	장각	200088																			
1000088	2	진•장각	200088	4																		
1000088	3	귀•장각	201088	4																		
1000088	4	신•장각	201088	4	5																	
1000088	5	성•장각	202088	4	5																	
1000088	6	왕•장각	202088	4	5	6																
1000088	7	황•장각	203088	4	5	6																
1000089	1	채문희	400089																			
1000089	2	진•채문희	400089	7																		
1000089	3	귀•채문희	401089	7																		
1000089	4	신•채문희	401089	7	8																	
1000089	5	성•채문희	402089	7	8																	
1000089	6	왕•채문희	402089	7	8	9																
1000089	7	황•채문희	403089	7	8	9																
1000090	1	여령기	100090,110090																			
1000090	2	진•여령기	100090,110090	10																		
1000090	3	귀•여령기	101090,111090	10																		
1000090	4	신•여령기	101090,111090	10	11																	
1000090	5	성•여령기	102090,112090	10	11																	
1000090	6	왕•여령기	102090,112090	10	11	12																
1000090	7	황•여령기	103090,113090	10	11	12																
1000091	1	화타	400091																			
1000091	2	진•화타	400091	7																		
1000091	3	귀•화타	401091	7																		
1000091	4	신•화타	401091	7	8																	
1000091	5	성•화타	402091	7	8																	
1000091	6	왕•화타	402091	7	8	9																
1000091	7	황•화타	403091	7	8	9																
1000092	1	축융	200092,210092																			
1000092	2	진•축융	200092,210092	4																		
1000092	3	귀•축융	201092,211092	4																		
1000092	4	신•축융	201092,211092	4	5																	
1000092	5	성•축융	202092,212092	4	5																	
1000092	6	왕•축융	202092,212092	4	5	6																
1000092	7	황•축융	203092,213092	4	5	6																
1000093	1	조조	200093,210093,220093																			
1000093	2	진•조조	200093,210093,220093	4																		
1000093	3	귀•조조	201093,211093,221093	4																		
1000093	4	신•조조	201093,211093,221093	4	5																	
1000093	5	성•조조	202093,212093,222093	4	5																	
1000093	6	왕•조조	202093,212093,222093	4	5	6																
1000093	7	황•조조	203093,213093,223093	4	5	6																
1000094	1	사마의	200094,210094																			
1000094	2	진•사마의	200094,210094	4																		
1000094	3	귀•사마의	201094,211094	4																		
1000094	4	신•사마의	201094,211094	4	5																	
1000094	5	성•사마의	202094,212094	4	5																	
1000094	6	왕•사마의	202094,212094	4	5	6																
1000094	7	황•사마의	203094,213094	4	5	6																
1000095	1	견희	200095,210095																			
1000095	2	진•견희	200095,210095	4																		
1000095	3	귀•견희	201095,211095	4																		
1000095	4	신•견희	201095,211095	4	5																	
1000095	5	성•견희	202095,212095	4	5																	
1000095	6	왕•견희	202095,212095	4	5	6																
1000095	7	황•견희	203095,213095	4	5	6																
1000096	1	하후돈	100096																			
1000096	2	진•하후돈	100096	10																		
1000096	3	귀•하후돈	101096	10																		
1000096	4	신•하후돈	101096	10	11																	
1000096	5	성•하후돈	102096	10	11																	
1000096	6	왕•하후돈	102096	10	11	12																
1000096	7	황•하후돈	103096	10	11	12																
1000097	1	장료	100097,110097																			
1000097	2	진•장료	100097,110097	10																		
1000097	3	귀•장료	101097,111097	10																		
1000097	4	신•장료	101097,111097	10	11																	
1000097	5	성•장료	102097,112097	10	11																	
1000097	6	왕•장료	102097,112097	10	11	12																
1000097	7	황•장료	103097,113097	10	11	12																
1000098	1	사마소	200098																			
1000098	2	진•사마소	200098	4																		
1000098	3	귀•사마소	201098	4																		
1000098	4	신•사마소	201098	4	5																	
1000098	5	성•사마소	202098	4	5																	
1000098	6	왕•사마소	202098	4	5	6																
1000098	7	황•사마소	203098	4	5	6																
1000099	1	등애	300099,310099																			
1000099	2	진•등애	300099,310099	4																		
1000099	3	귀•등애	301099,311099	4																		
1000099	4	신•등애	301099,311099	4	5																	
1000099	5	성•등애	302099,312099	4	5																	
1000099	6	왕•등애	302099,312099	4	5	6																
1000099	7	황•등애	303099,313099	4	5	6																
1000100	1	장춘화	400100																			
1000100	2	진•장춘화	400100	7																		
1000100	3	귀•장춘화	401100	7																		
1000100	4	신•장춘화	401100	7	8																	
1000100	5	성•장춘화	402100	7	8																	
1000100	6	왕•장춘화	402100	7	8	9																
1000100	7	황•장춘화	403100	7	8	9																
1000101	1	하후연	100101,110101																			
1000101	2	진•하후연	100101,110101	10																		
1000101	3	귀•하후연	101101,111101	10																		
1000101	4	신•하후연	101101,111101	10	11																	
1000101	5	성•하후연	102101,112101	10	11																	
1000101	6	왕•하후연	102101,112101	10	11	12																
1000101	7	황•하후연	103101,113101	10	11	12																
1000102	1	순유	300102																			
1000102	2	진•순유	300102	4																		
1000102	3	귀•순유	301102	4																		
1000102	4	신•순유	301102	4	5																	
1000102	5	성•순유	302102	4	5																	
1000102	6	왕•순유	302102	4	5	6																
1000102	7	황•순유	303102	4	5	6																
1000103	1	순욱	200103																			
1000103	2	진•순욱	200103	4																		
1000103	3	귀•순욱	201103	4																		
1000103	4	신•순욱	201103	4	5																	
1000103	5	성•순욱	202103	4	5																	
1000103	6	왕•순욱	202103	4	5	6																
1000103	7	황•순욱	203103	4	5	6																
1000104	1	가후	200104																			
1000104	2	진•가후	200104	4																		
1000104	3	귀•가후	201104	4																		
1000104	4	신•가후	201104	4	5																	
1000104	5	성•가후	202104	4	5																	
1000104	6	왕•가후	202104	4	5	6																
1000104	7	황•가후	203104	4	5	6																
1000105	1	손권	300105,310105,320105																			
1000105	2	진•손권	300105,310105,320105	4																		
1000105	3	귀•손권	301105,311105,321105	4																		
1000105	4	신•손권	301105,311105,321105	4	5																	
1000105	5	성•손권	302105,312105,322105	4	5																	
1000105	6	왕•손권	302105,312105,322105	4	5	6																
1000105	7	황•손권	303105,313105,323105	4	5	6																
1000106	1	손책	100106,110106																			
1000106	2	진•손책	100106,110106	10																		
1000106	3	귀•손책	101106,111106	10																		
1000106	4	신•손책	101106,111106	10	11																	
1000106	5	성•손책	102106,112106	10	11																	
1000106	6	왕•손책	102106,112106	10	11	12																
1000106	7	황•손책	103106,113106	10	11	12																
1000107	1	감녕	100107																			
1000107	2	진•감녕	100107	10																		
1000107	3	귀•감녕	101107	10																		
1000107	4	신•감녕	101107	10	11																	
1000107	5	성•감녕	102107	10	11																	
1000107	6	왕•감녕	102107	10	11	12																
1000107	7	황•감녕	103107	10	11	12																
1000108	1	태사자	100108																			
1000108	2	진•태사자	100108	10																		
1000108	3	귀•태사자	101108	10																		
1000108	4	신•태사자	101108	10	11																	
1000108	5	성•태사자	102108	10	11																	
1000108	6	왕•태사자	102108	10	11	12																
1000108	7	황•태사자	103108	10	11	12																
1000109	1	주유	200109																			
1000109	2	진•주유	200109	4																		
1000109	3	귀•주유	201109	4																		
1000109	4	신•주유	201109	4	5																	
1000109	5	성•주유	202109	4	5																	
1000109	6	왕•주유	202109	4	5	6																
1000109	7	황•주유	203109	4	5	6																
1000110	1	대교	400110																			
1000110	2	진•대교	400110	7																		
1000110	3	귀•대교	401110	7																		
1000110	4	신•대교	401110	7	8																	
1000110	5	성•대교	402110	7	8																	
1000110	6	왕•대교	402110	7	8	9																
1000110	7	황•대교	403110	7	8	9																
1000111	1	소교	400111																			
1000111	2	진•소교	400111	7																		
1000111	3	귀•소교	401111	7																		
1000111	4	신•소교	401111	7	8																	
1000111	5	성•소교	402111	7	8																	
1000111	6	왕•소교	402111	7	8	9																
1000111	7	황•소교	403111	7	8	9																
1000112	1	여몽	100112																			
1000112	2	진•여몽	100112	10																		
1000112	3	귀•여몽	101112	10																		
1000112	4	신•여몽	101112	10	11																	
1000112	5	성•여몽	102112	10	11																	
1000112	6	왕•여몽	102112	10	11	12																
1000112	7	황•여몽	103112	10	11	12																
1000113	1	손견	100113																			
1000113	2	진•손견	100113	10																		
1000113	3	귀•손견	101113	10																		
1000113	4	신•손견	101113	10	11																	
1000113	5	성•손견	102113	10	11																	
1000113	6	왕•손견	102113	10	11	12																
1000113	7	황•손견	103113	10	11	12																
1000114	1	초선(환)	300114,310114,320114																			
1000114	2	진•초선(환)	300114,310114,320114	1																		
1000114	3	귀•초선(환)	301114,311114,321114	1																		
1000114	4	신•초선(환)	301114,311114,321114	1	2																	
1000114	5	성•초선(환)	302114,312114,322114	1	2																	
1000114	6	왕•초선(환)	302114,312114,322114	1	2	3																
1000114	7	황•초선(환)	303114,313114,323114	1	2	3																
1000114	8	도•초선(환)	303114,313114,323114	1	2	3	1000022															
1000114	9	마•초선(환)	304114,314114,324114	1	2	3	1000022	1000008														
1000114	10	멸•초선(환)	304114,314114,324114	1	2	3	1000022	1000008	1000041													
1000115	1	축융(환)	200115,210115																			
1000115	2	진•축융(환)	200115,210115	1																		
1000115	3	귀•축융(환)	201115,211115	1																		
1000115	4	신•축융(환)	201115,211115	1	2																	
1000115	5	성•축융(환)	202115,212115	1	2																	
1000115	6	왕•축융(환)	202115,212115	1	2	3																
1000115	7	황•축융(환)	203115,213115	1	2	3																
1000115	8	도•축융(환)	203115,213115	1	2	3	1000040															
1000115	9	마•축융(환)	204115,214115	1	2	3	1000040	1000008														
1000115	10	멸•축융(환)	204115,214115	1	2	3	1000040	1000008	1000024													
1000116	1	소교(환)	400116																			
1000116	2	진•소교(환)	400116	1																		
1000116	3	귀•소교(환)	401116	1																		
1000116	4	신•소교(환)	401116	1	2																	
